,Scheme_Name,Rating,Category,Launch_Date,Expense_Ratio,ret_1yr,AUM,Sortino_Ratio,Beta,Alpha,ret_3yr,ret_5yr,x,y,Scheme_Code
140613,Mahindra Low Duration Bachat Yojana - Direct Plan  -Growth,* * *,EQ-ELSS,1/1/2013,1.63,-3.22,195.3,0.79,0.99,0.4,16.6,15.82,-12.705718040466309,29.04718589782715,140613
140769,Mirae Asset Dynamic Bond Fund -Direct Plan -Growth,Unrated,EQ-MC,1/22/2018,0.78,-7.05,448.55,-,-,-,-,-,10.541413307189941,19.00521469116211,140769
141006,BNP PARIBAS BALANCED FUND- DIRECT PLAN - GROWTH OPTION,* *,EQ-MLC,1/1/2013,1.67,-8.64,740.78,0.42,0.97,-2.96,12.73,13.56,-4.143958568572998,-21.727157592773438,141006
141226,Mahindra Mutual Fund Badhat Yojana - Direct Plan - Growth,Unrated,EQ-MLC,5/4/2017,0.87,-6.48,279.95,-,-,-,-,-,-9.465254783630371,-12.923260688781738,141226
141248,Union Largecap Fund - Direct Plan - Growth Option,Unrated,EQ-LC,5/4/2017,2.28,-4.86,246.74,-,-,-,-,-,0.37166887521743774,-34.21306228637695,141248
141475,IDBI Small Cap Fund - Growth Direct,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-,-6.435079097747803,-16.296464920043945,141475
141588,Axis Corporate Debt Opportunities Fund - Direct Plan Growth,Unrated,EQ-MLC,12/17/2018,-,-,852.58,-,-,-,-,-,-12.410808563232422,26.162851333618164,141588
141642,Axis Dynamic Equity Fund - Direct Plan - Growth,Unrated,EQ-MLC,12/17/2018,-,-,852.58,-,-,-,-,-,-6.03857421875,-9.341059684753418,141642
141808,Indiabulls Tax Savings Fund- Direct Plan- Growth Option,Unrated,EQ-ELSS,12/20/2017,1.94,-10.68,72.77,-,-,-,-,-,11.367097854614258,-25.912784576416016,141808
141813,BNP Paribas Focused 25 Equity Fund - Direct Plan - Growth Option,Unrated,EQ-MLC,9/29/2017,1.36,-9.58,243.64,-,-,-,-,-,18.478967666625977,-22.758928298950195,141813
141877,DSP BlackRock Equal Nifty 50 Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-,-7.44221305847168,-24.632511138916016,141877
141920,IDBI FOCUSED 30 EQUITY FUND - Growth Direct,Unrated,EQ-LC,11/13/2017,0.39,-6,270.68,-,-,-,-,-,-5.249889850616455,-21.16025733947754,141920
141925,Axis Multicap Fund - Direct Plan - Growth,Unrated,EQ-MLC,11/13/2017,0.58,10.16,2931.63,-,-,-,-,-,3.3114585876464844,5.945321083068848,141925
142038,Union Balanced Advantage Fund - Direct Plan - Growth Option,* *,EQ-VAL,1/1/2013,1.79,-12.87,523.11,0.57,0.83,-2.62,14.72,15.11,-3.2550199031829834,-6.105757713317871,142038
142110,Mahindra Unnati Emerging Business Yojana - Direct Plan - Growth,Unrated,EQ-MC,1/22/2018,0.78,-7.05,448.55,-,-,-,-,-,-3.407866954803467,-6.246716022491455,142110
142283,DSP BlackRock Arbitrage Fund - Direct - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-,-27.859617233276367,10.181136131286621,142283
142641,Mirae Asser Short Term Fund -Direct Plan- Growth,Unrated,EQ-MC,1/22/2018,0.78,-7.05,448.55,-,-,-,-,-,3.785254716873169,28.826950073242188,142641
